NODE_1597_length_349_cov_49.601719	421
NODE_1607_length_290_cov_156.668961	1077
NODE_1713_length_191_cov_280.675385	1323
NODE_1715_length_142_cov_213.845078	933
NODE_1766_length_314_cov_463.656036	3486
NODE_2060_length_233_cov_764.030029	4374
NODE_2345_length_1115_cov_56.699551	1391
NODE_2652_length_118_cov_2.500000	6
NODE_2838_length_139_cov_133.841721	528
NODE_2854_length_149_cov_752.966431	3671
NODE_2962_length_126_cov_1.563492	5
NODE_2981_length_212_cov_275.750000	1607
NODE_3045_length_866_cov_8.483833	170
NODE_3126_length_177_cov_47.276836	227
NODE_3187_length_311_cov_218.842438	1597
NODE_3192_length_109_cov_357.678894	1194
NODE_3220_length_578_cov_94.439445	1203
NODE_3221_length_169_cov_100.307693	470
NODE_3229_length_202_cov_723.222778	3819
NODE_3236_length_163_cov_391.503082	1706
NODE_3407_length_174_cov_2.557471	10
NODE_3501_length_336_cov_52.416668	427
NODE_3502_length_463_cov_51.583153	560
NODE_3503_length_114_cov_48.929825	118
NODE_3600_length_758_cov_23.003958	399
NODE_3624_length_129_cov_271.782959	997
NODE_3652_length_317_cov_20.873817	162
NODE_3737_length_1036_cov_70.698845	1584
NODE_3753_length_114_cov_1.421053	4
NODE_3758_length_116_cov_364.594818	1191
NODE_3792_length_227_cov_68.550659	401
NODE_3818_length_247_cov_68.971657	416
NODE_3849_length_112_cov_551.357117	1726
NODE_3862_length_193_cov_173.751297	940
NODE_3883_length_163_cov_166.533737	647
NODE_3903_length_1067_cov_9.381443	218
NODE_3927_length_241_cov_381.448120	2232
NODE_3950_length_493_cov_447.586212	4848
NODE_3954_length_225_cov_85.515556	465
NODE_3974_length_370_cov_90.656754	779
NODE_4055_length_206_cov_71.718445	346
NODE_4128_length_290_cov_40.872414	305
NODE_4155_length_358_cov_5.120112	44
NODE_4157_length_1497_cov_6.110220	208
NODE_4164_length_250_cov_71.987999	428
NODE_4191_length_210_cov_2.200000	10
NODE_4225_length_322_cov_158.403732	1202
NODE_4240_length_404_cov_133.896042	1320
NODE_4243_length_386_cov_71.272018	644
NODE_4282_length_145_cov_155.027588	651
NODE_4313_length_149_cov_2.637584	10
NODE_4345_length_248_cov_2.576613	14
NODE_4487_length_453_cov_43.684326	446
NODE_4518_length_558_cov_97.378136	1193
NODE_4564_length_261_cov_64.168579	406
NODE_4565_length_451_cov_47.064301	492
NODE_4615_length_136_cov_46.544117	212
NODE_4640_length_153_cov_1.307190	4
NODE_4642_length_542_cov_46.265682	561
NODE_4735_length_230_cov_1.847826	9
NODE_4736_length_116_cov_134.034485	477
NODE_4737_length_160_cov_116.581253	510
NODE_4840_length_172_cov_1.162791	4
NODE_4924_length_160_cov_76.568748	323
NODE_4938_length_190_cov_99.073685	477
