NODE_427_length_161_cov_1.267081	209
NODE_428_length_114_cov_1.745614	162
NODE_447_length_133_cov_1.015038	181
NODE_448_length_151_cov_28.086092	199
NODE_479_length_114_cov_1.789474	162
NODE_481_length_142_cov_1.436620	190
NODE_485_length_153_cov_1.333333	201
NODE_487_length_103_cov_1.980582	151
NODE_488_length_120_cov_2.633333	168
NODE_476_length_207_cov_3.835749	255
NODE_524_length_423_cov_5.368794	471
NODE_820_length_154_cov_1.324675	202
NODE_877_length_216_cov_1.888889	264
NODE_1283_length_119_cov_1.714286	167
@M01520:37:000000000-A4TDP:1:1108:28062:9160_1:N:0:1	116
@M01520:37:000000000-A4TDP:1:1108:28062:9160_2:N:0:1	116
NODE_715_length_127_cov_1.606299	175
NODE_775_length_167_cov_1.221557	215
NODE_843_length_152_cov_1.342105	200
NODE_949_length_107_cov_1.906542	155
NODE_951_length_134_cov_1.470149	182
NODE_1000_length_148_cov_1.378378	196
NODE_1069_length_102_cov_2.000000	150
@M01520:37:000000000-A4TDP:1:1101:13751:20874_1:N:0:1	85
@M01520:37:000000000-A4TDP:1:1103:22070:8924_1:N:0:1	150
@M01520:37:000000000-A4TDP:1:1103:8663:16662_1:N:0:1	120
@M01520:37:000000000-A4TDP:1:1103:22450:22563_1:N:0:1	137
@M01520:37:000000000-A4TDP:1:1104:14011:3217_1:N:0:1	124
@M01520:37:000000000-A4TDP:1:1105:11139:13398_1:N:0:1	89
@M01520:37:000000000-A4TDP:1:1107:22910:3813_1:N:0:1	114
@M01520:37:000000000-A4TDP:1:1108:25231:8131_1:N:0:1	91
@M01520:37:000000000-A4TDP:1:1108:18072:12814_1:N:0:1	119
@M01520:37:000000000-A4TDP:1:1108:28355:20431_1:N:0:1	67
@M01520:37:000000000-A4TDP:1:1108:6035:23599_1:N:0:1	56
@M01520:37:000000000-A4TDP:1:1110:11810:4473_1:N:0:1	120
@M01520:37:000000000-A4TDP:1:1111:2378:11773_1:N:0:1	112
@M01520:37:000000000-A4TDP:1:1111:10381:13520_1:N:0:1	145
@M01520:37:000000000-A4TDP:1:1111:4300:14458_1:N:0:1	86
@M01520:37:000000000-A4TDP:1:1111:24327:16462_1:N:0:1	99
