NODE_476_length_207_cov_3.835749	10
NODE_524_length_423_cov_5.368794	26
NODE_820_length_154_cov_1.324675	2
NODE_877_length_216_cov_1.888889	4
NODE_1283_length_119_cov_1.714286	2
NODE_715_length_127_cov_1.606299	2
NODE_775_length_167_cov_1.221557	2
NODE_843_length_152_cov_1.342105	2
NODE_949_length_107_cov_1.906542	2
NODE_951_length_134_cov_1.470149	2
NODE_1000_length_148_cov_1.378378	2
NODE_1069_length_102_cov_2.000000	2
NODE_547_length_108_cov_1.888889	2
NODE_578_length_153_cov_1.333333	2
NODE_629_length_128_cov_1.359375	2
NODE_641_length_188_cov_1.085106	2
NODE_694_length_167_cov_1.221557	2
NODE_733_length_160_cov_1.275000	2
NODE_748_length_191_cov_1.068063	2
NODE_1051_length_193_cov_1.056995	2
NODE_1113_length_174_cov_1.074713	2
NODE_1246_length_115_cov_1.773913	2
NODE_1302_length_103_cov_1.932039	2
NODE_61_length_112_cov_1177.339233	2381
NODE_392_length_105_cov_1.047619	3
NODE_1073_length_128_cov_1.203125	4
NODE_1171_length_108_cov_1.379630	3
NODE_1312_length_129_cov_1.077519	3
NODE_1315_length_115_cov_1.008696	2
NODE_1349_length_119_cov_1.033613	2
NODE_1394_length_109_cov_1.091743	3
NODE_1395_length_109_cov_1.110092	4
NODE_1404_length_103_cov_1.019418	2
NODE_1477_length_107_cov_1.149533	2
NODE_1505_length_105_cov_1.009524	2
NODE_1573_length_112_cov_1.133929	2
NODE_427_length_161_cov_1.267081	2
NODE_428_length_114_cov_1.745614	2
NODE_447_length_133_cov_1.015038	2
NODE_448_length_151_cov_28.086092	53
NODE_479_length_114_cov_1.789474	2
NODE_481_length_142_cov_1.436620	2
NODE_485_length_153_cov_1.333333	2
NODE_487_length_103_cov_1.980582	2
